TournamentID,Name,StartDate,EndDate,IsOver,IsInProgress,Venue,Location,Par,Yards,Purse,StartDateTime,Canceled,Covered,City,State,ZipCode,Country,TimeZone,Format,SportRadarTournamentID,OddsCoverage,Rounds
450,Wyndham Championship,2021-08-12T00:00:00,2021-08-15T00:00:00,True,False,Sedgefield Country Club,"Greensboro, NC",70.0,7131.0,6400000.0,2021-08-12T06:50:00,False,True,Greensboro,NC,,USA,America/New York,Stroke,9e7709c3-0dbe-40a2-b8fc-1e660d688688,Full,"[{'TournamentID': 450, 'RoundID': 11724, 'Number': 1, 'Day': '2021-08-12T00:00:00'}, {'TournamentID': 450, 'RoundID': 11725, 'Number': 2, 'Day': '2021-08-13T00:00:00'}, {'TournamentID': 450, 'RoundID': 11726, 'Number': 3, 'Day': '2021-08-14T00:00:00'}, {'TournamentID': 450, 'RoundID': 11727, 'Number': 4, 'Day': '2021-08-15T00:00:00'}]"
448,Barracuda Championship,2021-08-05T00:00:00,2021-08-08T00:00:00,True,False,Tahoe Mt. Club (Old Greenwood),"Truckee, CA",71.0,7425.0,3500000.0,,False,False,Truckee,CA,,USA,America/Los Angeles,Stableford,1860e75b-c7c3-43bf-aebd-70ee94d52c03,Limited,"[{'TournamentID': 448, 'RoundID': 11716, 'Number': 1, 'Day': '2021-08-05T00:00:00'}, {'TournamentID': 448, 'RoundID': 11717, 'Number': 2, 'Day': '2021-08-06T00:00:00'}, {'TournamentID': 448, 'RoundID': 11718, 'Number': 3, 'Day': '2021-08-07T00:00:00'}, {'TournamentID': 448, 'RoundID': 11719, 'Number': 4, 'Day': '2021-08-08T00:00:00'}]"
449,WGC-FedEx St. Jude Invitational,2021-08-05T00:00:00,2021-08-08T00:00:00,True,False,TPC Southwind,"Memphis, TN",70.0,7233.0,10500000.0,2021-08-05T10:15:00,False,True,Memphis,TN,,USA,America/Chicago,Stroke,dbbd3b56-f75e-46d9-bd04-df7f87c685fe,Full,"[{'TournamentID': 449, 'RoundID': 11720, 'Number': 1, 'Day': '2021-08-05T00:00:00'}, {'TournamentID': 449, 'RoundID': 11721, 'Number': 2, 'Day': '2021-08-06T00:00:00'}, {'TournamentID': 449, 'RoundID': 11722, 'Number': 3, 'Day': '2021-08-07T00:00:00'}, {'TournamentID': 449, 'RoundID': 11723, 'Number': 4, 'Day': '2021-08-08T00:00:00'}]"
447,Olympic Men's Golf Competition,2021-07-29T00:00:00,2021-08-01T00:00:00,True,False,Kasumigaseki Country Club,"Saitama, Jpn",71.0,7447.0,,,False,True,Saitama,,,JPN,Asia/Tokyo,Stroke,,Full,"[{'TournamentID': 447, 'RoundID': 13441, 'Number': 1, 'Day': '2021-07-29T00:00:00'}, {'TournamentID': 447, 'RoundID': 13442, 'Number': 2, 'Day': '2021-07-30T00:00:00'}, {'TournamentID': 447, 'RoundID': 13443, 'Number': 3, 'Day': '2021-07-31T00:00:00'}, {'TournamentID': 447, 'RoundID': 13444, 'Number': 4, 'Day': '2021-08-01T00:00:00'}]"
446,3M Open,2021-07-22T00:00:00,2021-07-25T00:00:00,True,False,TPC Twin Cities,"Blaine, MN",71.0,7431.0,6600000.0,2021-07-22T07:50:00,False,True,Blaine,MN,,USA,America/Chicago,Stroke,aed3b480-373d-46c8-a3ab-befba4d83751,Full,"[{'TournamentID': 446, 'RoundID': 11712, 'Number': 1, 'Day': '2021-07-22T00:00:00'}, {'TournamentID': 446, 'RoundID': 11713, 'Number': 2, 'Day': '2021-07-23T00:00:00'}, {'TournamentID': 446, 'RoundID': 11714, 'Number': 3, 'Day': '2021-07-24T00:00:00'}, {'TournamentID': 446, 'RoundID': 11715, 'Number': 4, 'Day': '2021-07-25T00:00:00'}]"
445,The Open Championship,2021-07-15T00:00:00,2021-07-18T00:00:00,True,False,Royal St. George's GC,"Sandwich, Kent, Eng",70.0,7189.0,11500000.0,2021-07-15T01:35:00,False,True,"Sandwich, Kent",,,ENG,Europe/London,Stroke,bdbd8464-ba49-4f12-a5eb-2197e827167c,Full,"[{'TournamentID': 445, 'RoundID': 11708, 'Number': 1, 'Day': '2021-07-15T00:00:00'}, {'TournamentID': 445, 'RoundID': 11709, 'Number': 2, 'Day': '2021-07-16T00:00:00'}, {'TournamentID': 445, 'RoundID': 11710, 'Number': 3, 'Day': '2021-07-17T00:00:00'}, {'TournamentID': 445, 'RoundID': 11711, 'Number': 4, 'Day': '2021-07-18T00:00:00'}]"
457,Barbasol Championship,2021-07-15T00:00:00,2021-07-18T00:00:00,True,False,Keene Trace Golf Club,"Nicholasville, KY",72.0,7328.0,3500000.0,2021-07-15T07:45:00,False,True,Nicholasville,KY,,USA,America/New York,Stroke,744207d7-4fe4-4bcf-aec6-3a9a55522fac,Full,"[{'TournamentID': 457, 'RoundID': 11950, 'Number': 1, 'Day': '2021-07-15T00:00:00'}, {'TournamentID': 457, 'RoundID': 11951, 'Number': 2, 'Day': '2021-07-16T00:00:00'}, {'TournamentID': 457, 'RoundID': 11952, 'Number': 3, 'Day': '2021-07-17T00:00:00'}, {'TournamentID': 457, 'RoundID': 11953, 'Number': 4, 'Day': '2021-07-18T00:00:00'}]"
444,John Deere Classic,2021-07-08T00:00:00,2021-07-11T00:00:00,True,False,TPC Deere Run,"Silvis, IL",71.0,7268.0,6200000.0,2021-07-08T07:45:00,False,True,Silvis,IL,,USA,America/Chicago,Stroke,fc8d4a7e-c226-49ed-a5eb-fa8d16c26647,Full,"[{'TournamentID': 444, 'RoundID': 11704, 'Number': 1, 'Day': '2021-07-08T00:00:00'}, {'TournamentID': 444, 'RoundID': 11705, 'Number': 2, 'Day': '2021-07-09T00:00:00'}, {'TournamentID': 444, 'RoundID': 11706, 'Number': 3, 'Day': '2021-07-10T00:00:00'}, {'TournamentID': 444, 'RoundID': 11707, 'Number': 4, 'Day': '2021-07-11T00:00:00'}]"
443,Rocket Mortgage Classic,2021-07-01T00:00:00,2021-07-04T00:00:00,True,False,Detroit Golf Club,"Detroit, MI",72.0,7370.0,7500000.0,2021-07-01T06:45:00,False,True,Detroit,MI,,USA,America/New York,Stroke,5d0665a9-257a-4419-bded-66e2812e34dd,Full,"[{'TournamentID': 443, 'RoundID': 11700, 'Number': 1, 'Day': '2021-07-01T00:00:00'}, {'TournamentID': 443, 'RoundID': 11701, 'Number': 2, 'Day': '2021-07-02T00:00:00'}, {'TournamentID': 443, 'RoundID': 11702, 'Number': 3, 'Day': '2021-07-03T00:00:00'}, {'TournamentID': 443, 'RoundID': 11703, 'Number': 4, 'Day': '2021-07-04T00:00:00'}]"
442,Travelers Championship,2021-06-24T00:00:00,2021-06-27T00:00:00,True,False,TPC River Highlands,"Cromwell, CT",70.0,6841.0,7400000.0,2021-06-24T06:45:00,False,True,Cromwell,CT,,USA,America/New York,Stroke,ae2f825c-f895-451d-ae7c-7872e8af3b5a,Full,"[{'TournamentID': 442, 'RoundID': 11696, 'Number': 1, 'Day': '2021-06-24T00:00:00'}, {'TournamentID': 442, 'RoundID': 11697, 'Number': 2, 'Day': '2021-06-25T00:00:00'}, {'TournamentID': 442, 'RoundID': 11698, 'Number': 3, 'Day': '2021-06-26T00:00:00'}, {'TournamentID': 442, 'RoundID': 11699, 'Number': 4, 'Day': '2021-06-27T00:00:00'}]"
455,U.S. Open,2021-06-17T00:00:00,2021-06-20T00:00:00,True,False,Torrey Pines (South),"San Diego, CA",71.0,7652.0,,2021-06-17T09:45:00,False,True,San Diego,CA,,USA,America/Los Angeles,Stroke,0a4373fe-a2b9-4a9d-ad84-d342dea6b61a,Full,"[{'TournamentID': 455, 'RoundID': 11692, 'Number': 1, 'Day': '2021-06-17T00:00:00'}, {'TournamentID': 455, 'RoundID': 11693, 'Number': 2, 'Day': '2021-06-18T00:00:00'}, {'TournamentID': 455, 'RoundID': 11694, 'Number': 3, 'Day': '2021-06-19T00:00:00'}, {'TournamentID': 455, 'RoundID': 11695, 'Number': 4, 'Day': '2021-06-20T00:00:00'}]"
441,RBC Canadian Open,2021-06-10T00:00:00,2021-06-13T00:00:00,False,False,St. George's Golf and Country Club,"Etobicoke, ON",,,,,True,False,"Toronto, ON",,,CAN,America/Toronto,Stroke,3e27a2c2-49ac-4f97-a412-a9b73048544f,None,"[{'TournamentID': 441, 'RoundID': 11688, 'Number': 1, 'Day': '2021-06-10T00:00:00'}, {'TournamentID': 441, 'RoundID': 11689, 'Number': 2, 'Day': '2021-06-11T00:00:00'}, {'TournamentID': 441, 'RoundID': 11690, 'Number': 3, 'Day': '2021-06-12T00:00:00'}, {'TournamentID': 441, 'RoundID': 11691, 'Number': 4, 'Day': '2021-06-13T00:00:00'}]"
461,Palmetto Championship at Congaree,2021-06-10T00:00:00,2021-06-13T00:00:00,True,False,Congaree Golf Club,"Ridgeland, SC",71.0,7655.0,7300000.0,2021-06-10T07:00:00,False,True,Ridgeland,SC,,USA,America/New York,Stroke,f1fa0a7e-fdad-4fc4-b79f-bdecf5483a6e,Full,"[{'TournamentID': 461, 'RoundID': 14184, 'Number': 1, 'Day': '2021-06-10T00:00:00'}, {'TournamentID': 461, 'RoundID': 14185, 'Number': 2, 'Day': '2021-06-11T00:00:00'}, {'TournamentID': 461, 'RoundID': 14186, 'Number': 3, 'Day': '2021-06-12T00:00:00'}, {'TournamentID': 461, 'RoundID': 14187, 'Number': 4, 'Day': '2021-06-13T00:00:00'}]"
440,the Memorial Tournament pres. by Nationwide,2021-06-03T00:00:00,2021-06-06T00:00:00,True,False,Muirfield Village Golf Club,"Dublin, OH",72.0,7543.0,9300000.0,2021-06-03T07:20:00,False,True,Dublin,OH,,USA,America/New York,Stroke,79b00955-02a9-44d5-9b77-a5b32931914e,Full,"[{'TournamentID': 440, 'RoundID': 11684, 'Number': 1, 'Day': '2021-06-03T00:00:00'}, {'TournamentID': 440, 'RoundID': 11685, 'Number': 2, 'Day': '2021-06-04T00:00:00'}, {'TournamentID': 440, 'RoundID': 11686, 'Number': 3, 'Day': '2021-06-05T00:00:00'}, {'TournamentID': 440, 'RoundID': 11687, 'Number': 4, 'Day': '2021-06-06T00:00:00'}]"
439,Charles Schwab Challenge,2021-05-27T00:00:00,2021-05-30T00:00:00,True,False,Colonial Country Club,"Fort Worth, TX",70.0,7209.0,7500000.0,2021-05-27T08:10:00,False,True,Fort Worth,TX,,USA,America/Chicago,Stroke,a29937b5-6c59-4df1-b76a-960472ed99f2,Full,"[{'TournamentID': 439, 'RoundID': 11680, 'Number': 1, 'Day': '2021-05-27T00:00:00'}, {'TournamentID': 439, 'RoundID': 11681, 'Number': 2, 'Day': '2021-05-28T00:00:00'}, {'TournamentID': 439, 'RoundID': 11682, 'Number': 3, 'Day': '2021-05-29T00:00:00'}, {'TournamentID': 439, 'RoundID': 11683, 'Number': 4, 'Day': '2021-05-30T00:00:00'}]"
438,PGA Championship,2021-05-20T00:00:00,2021-05-23T00:00:00,True,False,Ocean Course at Kiawah Island,"Kiawah Island, SC",72.0,7876.0,12000000.0,2021-05-20T07:00:00,False,True,Kiawah Island,SC,,USA,America/New York,Stroke,c64bdf30-a5e5-4342-a466-22ce64761921,Full,"[{'TournamentID': 438, 'RoundID': 11676, 'Number': 1, 'Day': '2021-05-20T00:00:00'}, {'TournamentID': 438, 'RoundID': 11677, 'Number': 2, 'Day': '2021-05-21T00:00:00'}, {'TournamentID': 438, 'RoundID': 11678, 'Number': 3, 'Day': '2021-05-22T00:00:00'}, {'TournamentID': 438, 'RoundID': 11679, 'Number': 4, 'Day': '2021-05-23T00:00:00'}]"
437,AT&T Byron Nelson,2021-05-13T00:00:00,2021-05-16T00:00:00,True,False,TPC Craig Ranch,"McKinney, TX",72.0,7468.0,8100000.0,2021-05-13T07:50:00,False,True,McKinney,TX,,USA,America/Chicago,Stroke,4b53539d-b2d9-4d34-a330-a9c97463652b,Full,"[{'TournamentID': 437, 'RoundID': 11672, 'Number': 1, 'Day': '2021-05-13T00:00:00'}, {'TournamentID': 437, 'RoundID': 11673, 'Number': 2, 'Day': '2021-05-14T00:00:00'}, {'TournamentID': 437, 'RoundID': 11674, 'Number': 3, 'Day': '2021-05-15T00:00:00'}, {'TournamentID': 437, 'RoundID': 11675, 'Number': 4, 'Day': '2021-05-16T00:00:00'}]"
436,Wells Fargo Championship,2021-05-06T00:00:00,2021-05-09T00:00:00,True,False,Quail Hollow Club,"Charlotte, NC",71.0,7521.0,8100000.0,2021-05-06T06:50:00,False,True,Charlotte,NC,,USA,America/New York,Stroke,8f4de967-66c1-414b-8b85-111c85e4f748,Full,"[{'TournamentID': 436, 'RoundID': 11668, 'Number': 1, 'Day': '2021-05-06T00:00:00'}, {'TournamentID': 436, 'RoundID': 11669, 'Number': 2, 'Day': '2021-05-07T00:00:00'}, {'TournamentID': 436, 'RoundID': 11670, 'Number': 3, 'Day': '2021-05-08T00:00:00'}, {'TournamentID': 436, 'RoundID': 11671, 'Number': 4, 'Day': '2021-05-09T00:00:00'}]"
435,Valspar Championship,2021-04-29T00:00:00,2021-05-02T00:00:00,True,False,Innisbrook Resort (Copperhead),"Palm Harbor, FL",71.0,7340.0,6900000.0,2021-04-29T06:55:00,False,True,Palm Harbor,FL,,USA,America/New York,Stroke,fef5f221-37cd-4b9a-b018-4581af6bddc8,Full,"[{'TournamentID': 435, 'RoundID': 11664, 'Number': 1, 'Day': '2021-04-29T00:00:00'}, {'TournamentID': 435, 'RoundID': 11665, 'Number': 2, 'Day': '2021-04-30T00:00:00'}, {'TournamentID': 435, 'RoundID': 11666, 'Number': 3, 'Day': '2021-05-01T00:00:00'}, {'TournamentID': 435, 'RoundID': 11667, 'Number': 4, 'Day': '2021-05-02T00:00:00'}]"
434,Zurich Classic of New Orleans,2021-04-22T00:00:00,2021-04-25T00:00:00,False,False,TPC Louisiana,"Avondale, LA",72.0,7425.0,7400000.0,,False,False,Avondale,LA,,USA,America/Chicago,Team,f2d3d130-82a9-48cf-815f-c2214d5fd969,Limited,"[{'TournamentID': 434, 'RoundID': 11660, 'Number': 1, 'Day': '2021-04-22T00:00:00'}, {'TournamentID': 434, 'RoundID': 11661, 'Number': 2, 'Day': '2021-04-23T00:00:00'}, {'TournamentID': 434, 'RoundID': 11662, 'Number': 3, 'Day': '2021-04-24T00:00:00'}, {'TournamentID': 434, 'RoundID': 11663, 'Number': 4, 'Day': '2021-04-25T00:00:00'}]"
433,RBC Heritage,2021-04-15T00:00:00,2021-04-18T00:00:00,True,False,Harbour Town Golf Links,"Hilton Head, SC",71.0,7121.0,7100000.0,2021-04-15T07:00:00,False,True,Hilton Head,SC,,USA,America/New York,Stroke,7a6c7132-ede5-4b2d-ab4c-074ff297d95f,Full,"[{'TournamentID': 433, 'RoundID': 11656, 'Number': 1, 'Day': '2021-04-15T00:00:00'}, {'TournamentID': 433, 'RoundID': 11657, 'Number': 2, 'Day': '2021-04-16T00:00:00'}, {'TournamentID': 433, 'RoundID': 11658, 'Number': 3, 'Day': '2021-04-17T00:00:00'}, {'TournamentID': 433, 'RoundID': 11659, 'Number': 4, 'Day': '2021-04-18T00:00:00'}]"
454,2021 Masters Tournament,2021-04-08T00:00:00,2021-04-11T00:00:00,True,False,Augusta National Golf Club,"Augusta, GA",72.0,7475.0,11500000.0,2021-04-08T08:00:00,False,True,Augusta,GA,,USA,America/New York,Stroke,a241ae87-6283-45fe-baef-22c2cb24d3b6,Full,"[{'TournamentID': 454, 'RoundID': 11652, 'Number': 1, 'Day': '2021-04-08T00:00:00'}, {'TournamentID': 454, 'RoundID': 11653, 'Number': 2, 'Day': '2021-04-09T00:00:00'}, {'TournamentID': 454, 'RoundID': 11654, 'Number': 3, 'Day': '2021-04-10T00:00:00'}, {'TournamentID': 454, 'RoundID': 11655, 'Number': 4, 'Day': '2021-04-11T00:00:00'}]"
432,Valero Texas Open,2021-04-01T00:00:00,2021-04-04T00:00:00,True,False,TPC San Antonio (Oaks Course),"San Antonio, TX",72.0,7494.0,7700000.0,2021-04-01T08:25:00,False,True,San Antonio,TX,,USA,America/Chicago,Stroke,0f42ef2a-196d-47b0-ac8d-429ec77b8b3d,Full,"[{'TournamentID': 432, 'RoundID': 11648, 'Number': 1, 'Day': '2021-04-01T00:00:00'}, {'TournamentID': 432, 'RoundID': 11649, 'Number': 2, 'Day': '2021-04-02T00:00:00'}, {'TournamentID': 432, 'RoundID': 11650, 'Number': 3, 'Day': '2021-04-03T00:00:00'}, {'TournamentID': 432, 'RoundID': 11651, 'Number': 4, 'Day': '2021-04-04T00:00:00'}]"
373,Corales Puntacana Resort & Club Championship,2021-03-25T00:00:00,2021-03-28T00:00:00,True,False,Corales Golf Course,"Punta Cana, Dom",72.0,7670.0,3000000.0,2021-03-25T06:45:00,False,True,Punta Cana,,,DOM,America/Dominica,Stroke,e8d09c79-21e7-4c40-bde4-9f3f3a1e9d65,Full,"[{'TournamentID': 373, 'RoundID': 7590, 'Number': 1, 'Day': '2021-03-25T00:00:00'}, {'TournamentID': 373, 'RoundID': 7591, 'Number': 2, 'Day': '2021-03-26T00:00:00'}, {'TournamentID': 373, 'RoundID': 7592, 'Number': 3, 'Day': '2021-03-27T00:00:00'}, {'TournamentID': 373, 'RoundID': 7593, 'Number': 4, 'Day': '2021-03-28T00:00:00'}]"
431,WGC-Dell Technologies Match Play,2021-03-24T00:00:00,2021-03-28T00:00:00,False,False,Austin Country Club,"Austin, TX",71.0,7108.0,10500000.0,,False,False,Austin,TX,,USA,America/Chicago,Match,8fd31d7c-2357-448b-b16f-e1953fe77757,Limited,"[{'TournamentID': 431, 'RoundID': 11643, 'Number': 1, 'Day': '2021-03-24T00:00:00'}, {'TournamentID': 431, 'RoundID': 11644, 'Number': 2, 'Day': '2021-03-25T00:00:00'}, {'TournamentID': 431, 'RoundID': 11645, 'Number': 3, 'Day': '2021-03-26T00:00:00'}, {'TournamentID': 431, 'RoundID': 11646, 'Number': 4, 'Day': '2021-03-27T00:00:00'}, {'TournamentID': 431, 'RoundID': 11647, 'Number': 5, 'Day': '2021-03-28T00:00:00'}]"
430,The Honda Classic,2021-03-18T00:00:00,2021-03-21T00:00:00,True,False,PGA National (Champion),"Palm Beach Gardens, FL",70.0,7125.0,7000000.0,2021-03-18T07:25:00,False,True,Palm Beach Gardens,FL,,USA,America/New York,Stroke,c5068725-96da-4cee-81b1-054e1ef1b7c9,Full,"[{'TournamentID': 430, 'RoundID': 11639, 'Number': 1, 'Day': '2021-03-18T00:00:00'}, {'TournamentID': 430, 'RoundID': 11640, 'Number': 2, 'Day': '2021-03-19T00:00:00'}, {'TournamentID': 430, 'RoundID': 11641, 'Number': 3, 'Day': '2021-03-20T00:00:00'}, {'TournamentID': 430, 'RoundID': 11642, 'Number': 4, 'Day': '2021-03-21T00:00:00'}]"
429,THE PLAYERS Championship,2021-03-11T00:00:00,2021-03-14T00:00:00,True,False,TPC Sawgrass,"Ponte Vedra Beach, FL",72.0,7189.0,15000000.0,2021-03-11T06:45:00,False,True,Ponte Vedra Beach,FL,,USA,America/New York,Stroke,452f32b4-d349-4963-89be-208c018d7e04,Full,"[{'TournamentID': 429, 'RoundID': 11635, 'Number': 1, 'Day': '2021-03-11T00:00:00'}, {'TournamentID': 429, 'RoundID': 11636, 'Number': 2, 'Day': '2021-03-12T00:00:00'}, {'TournamentID': 429, 'RoundID': 11637, 'Number': 3, 'Day': '2021-03-13T00:00:00'}, {'TournamentID': 429, 'RoundID': 11638, 'Number': 4, 'Day': '2021-03-14T00:00:00'}]"
428,Arnold Palmer Invitational Pres. By Mastercard,2021-03-04T00:00:00,2021-03-07T00:00:00,True,False,Bay Hill Club & Lodge,"Orlando, FL",72.0,7466.0,9300000.0,2021-03-04T07:00:00,False,True,Orlando,FL,,USA,America/New York,Stroke,ffa05b35-6dfe-4463-95a6-7b2747b306aa,Full,"[{'TournamentID': 428, 'RoundID': 11631, 'Number': 1, 'Day': '2021-03-04T00:00:00'}, {'TournamentID': 428, 'RoundID': 11632, 'Number': 2, 'Day': '2021-03-05T00:00:00'}, {'TournamentID': 428, 'RoundID': 11633, 'Number': 3, 'Day': '2021-03-06T00:00:00'}, {'TournamentID': 428, 'RoundID': 11634, 'Number': 4, 'Day': '2021-03-07T00:00:00'}]"
426,Puerto Rico Open,2021-02-25T00:00:00,2021-02-28T00:00:00,True,False,Grand Reserve Country Club,"Rio Grande, Pur",72.0,7506.0,3000000.0,2021-02-25T06:00:00,False,True,Rio Grande,,,PUR,America/Puerto Rico,Stroke,b3e0f344-fc79-4218-bb89-85c04c38d76e,Full,"[{'TournamentID': 426, 'RoundID': 11627, 'Number': 1, 'Day': '2021-02-25T00:00:00'}, {'TournamentID': 426, 'RoundID': 11628, 'Number': 2, 'Day': '2021-02-26T00:00:00'}, {'TournamentID': 426, 'RoundID': 11629, 'Number': 3, 'Day': '2021-02-27T00:00:00'}, {'TournamentID': 426, 'RoundID': 11630, 'Number': 4, 'Day': '2021-02-28T00:00:00'}]"
427,WGC-Workday Championship at The Concession,2021-02-25T00:00:00,2021-02-28T00:00:00,True,False,The Concession Golf Club,"Bradenton, FL",72.0,7564.0,10500000.0,2021-02-25T10:58:00,False,True,Bradenton,FL,,USA,America/New York,Stroke,583a283d-73df-48ac-9351-f7c880f7408a,Full,"[{'TournamentID': 427, 'RoundID': 11623, 'Number': 1, 'Day': '2021-02-25T00:00:00'}, {'TournamentID': 427, 'RoundID': 11624, 'Number': 2, 'Day': '2021-02-26T00:00:00'}, {'TournamentID': 427, 'RoundID': 11625, 'Number': 3, 'Day': '2021-02-27T00:00:00'}, {'TournamentID': 427, 'RoundID': 11626, 'Number': 4, 'Day': '2021-02-28T00:00:00'}]"
425,The Genesis Invitational,2021-02-18T00:00:00,2021-02-21T00:00:00,True,False,The Riviera Country Club,"Pacific Palisades, CA",71.0,7322.0,9300000.0,2021-02-18T09:40:00,False,True,Pacific Palisades,CA,,USA,America/Los Angeles,Stroke,46baf205-e4e6-4c74-81d5-862d7b7639d9,Full,"[{'TournamentID': 425, 'RoundID': 11619, 'Number': 1, 'Day': '2021-02-18T00:00:00'}, {'TournamentID': 425, 'RoundID': 11620, 'Number': 2, 'Day': '2021-02-19T00:00:00'}, {'TournamentID': 425, 'RoundID': 11621, 'Number': 3, 'Day': '2021-02-20T00:00:00'}, {'TournamentID': 425, 'RoundID': 11622, 'Number': 4, 'Day': '2021-02-21T00:00:00'}]"
424,AT&T Pebble Beach Pro-Am,2021-02-11T00:00:00,2021-02-14T00:00:00,True,False,Pebble Beach Golf Links,"Pebble Beach, CA",72.0,7041.0,7800000.0,2021-02-11T11:30:00,False,True,Pebble Beach,CA,,USA,America/Los Angeles,Stroke,16b5eb1c-7d98-47e2-b613-2ffd85840920,Full,"[{'TournamentID': 424, 'RoundID': 11615, 'Number': 1, 'Day': '2021-02-11T00:00:00'}, {'TournamentID': 424, 'RoundID': 11616, 'Number': 2, 'Day': '2021-02-12T00:00:00'}, {'TournamentID': 424, 'RoundID': 11617, 'Number': 3, 'Day': '2021-02-13T00:00:00'}, {'TournamentID': 424, 'RoundID': 11618, 'Number': 4, 'Day': '2021-02-14T00:00:00'}]"
423,Waste Management Phoenix Open,2021-02-04T00:00:00,2021-02-07T00:00:00,True,False,TPC Scottsdale,"Scottsdale, AZ",71.0,7261.0,7300000.0,2021-02-04T09:20:00,False,True,Scottsdale,AZ,,USA,America/Phoenix,Stroke,976a817d-ad4b-4910-ac6a-c601197dabf2,Full,"[{'TournamentID': 423, 'RoundID': 11611, 'Number': 1, 'Day': '2021-02-04T00:00:00'}, {'TournamentID': 423, 'RoundID': 11612, 'Number': 2, 'Day': '2021-02-05T00:00:00'}, {'TournamentID': 423, 'RoundID': 11613, 'Number': 3, 'Day': '2021-02-06T00:00:00'}, {'TournamentID': 423, 'RoundID': 11614, 'Number': 4, 'Day': '2021-02-07T00:00:00'}]"
422,Farmers Insurance Open,2021-01-28T00:00:00,2021-01-31T00:00:00,True,False,Torrey Pines (South),"San Diego, CA",72.0,7258.0,7500000.0,2021-01-28T12:00:00,False,True,San Diego,CA,,USA,America/Los Angeles,Stroke,ce95bf8a-098d-4e91-9174-2a20081e21cc,Full,"[{'TournamentID': 422, 'RoundID': 11607, 'Number': 1, 'Day': '2021-01-28T00:00:00'}, {'TournamentID': 422, 'RoundID': 11608, 'Number': 2, 'Day': '2021-01-29T00:00:00'}, {'TournamentID': 422, 'RoundID': 11609, 'Number': 3, 'Day': '2021-01-30T00:00:00'}, {'TournamentID': 422, 'RoundID': 11610, 'Number': 4, 'Day': '2021-01-31T00:00:00'}]"
419,The American Express,2021-01-21T00:00:00,2021-01-24T00:00:00,True,False,PGA WEST (Stadium),"La Quinta, CA",72.0,7181.0,6700000.0,2021-01-21T12:10:00,False,True,La Quinta,CA,,USA,America/Los Angeles,Stroke,cf853393-3d3f-42c6-87c0-6253f461797c,Full,"[{'TournamentID': 419, 'RoundID': 11603, 'Number': 1, 'Day': '2021-01-21T00:00:00'}, {'TournamentID': 419, 'RoundID': 11604, 'Number': 2, 'Day': '2021-01-22T00:00:00'}, {'TournamentID': 419, 'RoundID': 11605, 'Number': 3, 'Day': '2021-01-23T00:00:00'}, {'TournamentID': 419, 'RoundID': 11606, 'Number': 4, 'Day': '2021-01-24T00:00:00'}]"
421,Sony Open in Hawaii,2021-01-14T00:00:00,2021-01-17T00:00:00,True,False,Waialae Country Club,"Honolulu, HI",70.0,7044.0,6600000.0,2021-01-14T12:10:00,False,True,Honolulu,HI,,USA,Pacific/Honolulu,Stroke,cd6cb511-5081-4bcf-a76d-7442237ebca4,Full,"[{'TournamentID': 421, 'RoundID': 11599, 'Number': 1, 'Day': '2021-01-14T00:00:00'}, {'TournamentID': 421, 'RoundID': 11600, 'Number': 2, 'Day': '2021-01-15T00:00:00'}, {'TournamentID': 421, 'RoundID': 11601, 'Number': 3, 'Day': '2021-01-16T00:00:00'}, {'TournamentID': 421, 'RoundID': 11602, 'Number': 4, 'Day': '2021-01-17T00:00:00'}]"
420,Sentry Tournament of Champions,2021-01-07T00:00:00,2021-01-10T00:00:00,True,False,Plantation Course at Kapalua,"Kapalua, Maui, HI",73.0,7596.0,6700000.0,2021-01-07T14:10:00,False,True,"Kapalua, Maui",HI,,USA,Pacific/Honolulu,Stroke,96d597b4-4f60-4126-be7b-277a3736c92e,Full,"[{'TournamentID': 420, 'RoundID': 11595, 'Number': 1, 'Day': '2021-01-07T00:00:00'}, {'TournamentID': 420, 'RoundID': 11596, 'Number': 2, 'Day': '2021-01-08T00:00:00'}, {'TournamentID': 420, 'RoundID': 11597, 'Number': 3, 'Day': '2021-01-09T00:00:00'}, {'TournamentID': 420, 'RoundID': 11598, 'Number': 4, 'Day': '2021-01-10T00:00:00'}]"
418,QBE Shootout,2020-12-11T00:00:00,2020-12-13T00:00:00,False,False,Tiburón Golf Course,"Naples, FL",,,3600000.0,,False,False,Naples,FL,,USA,America/New York,Stroke,,Limited,"[{'TournamentID': 418, 'RoundID': 12871, 'Number': 1, 'Day': '2020-12-11T00:00:00'}, {'TournamentID': 418, 'RoundID': 12872, 'Number': 2, 'Day': '2020-12-12T00:00:00'}, {'TournamentID': 418, 'RoundID': 12873, 'Number': 3, 'Day': '2020-12-13T00:00:00'}]"
