id,name,event_type,purse,currency,points,start_date,end_date,course_timezone,network,winning_share,coverage,status,scoring_system,seasons,leaderboard,cutline,projected_cutline,cut_round
01fcec41-a01a-4112-812f-330306255c4a,Sony Open in Hawaii,stroke,7500000.0,USD,500.0,2022-01-13,2022-01-16,Pacific/Honolulu,The Golf Channel,1350000.0,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}]","{'position': 48, 'tied': True, 'money': 19639.0, 'points': 8.0, 'score': -8, 'strokes': 272, 'rounds': [{'score': -5, 'strokes': 65, 'thru': 18, 'eagles': 0, 'birdies': 5, 'pars': 13, 'bogeys': 0, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': -1, 'strokes': 69, 'thru': 18, 'eagles': 0, 'birdies': 5, 'pars': 9, 'bogeys': 4, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}, {'score': -1, 'strokes': 69, 'thru': 18, 'eagles': 0, 'birdies': 5, 'pars': 10, 'bogeys': 2, 'double_bogeys': 1, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 3}, {'score': -1, 'strokes': 69, 'thru': 18, 'eagles': 1, 'birdies': 1, 'pars': 14, 'bogeys': 2, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 4}]}",-5.0,-5.0,2.0
03027bc8-3d01-4159-a14d-dfb3fb2b1acd,The American Express,stroke,7600000.0,USD,500.0,2022-01-20,2022-01-23,America/Los_Angeles,The Golf Channel,1368000.0,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}]","{'position': 33, 'tied': True, 'money': 39683.0, 'points': 20.0, 'score': -11, 'strokes': 277, 'rounds': [{'score': 0, 'strokes': 72, 'thru': 18, 'eagles': 0, 'birdies': 3, 'pars': 12, 'bogeys': 3, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': -10, 'strokes': 62, 'thru': 18, 'eagles': 1, 'birdies': 8, 'pars': 9, 'bogeys': 0, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}, {'score': -4, 'strokes': 68, 'thru': 18, 'eagles': 0, 'birdies': 5, 'pars': 12, 'bogeys': 1, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 3}, {'score': 3, 'strokes': 75, 'thru': 18, 'eagles': 0, 'birdies': 1, 'pars': 14, 'bogeys': 2, 'double_bogeys': 1, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 4}]}",-7.0,-7.0,3.0
7c9025a0-021c-4bf6-8375-c1c3639e2862,Farmers Insurance Open,stroke,8400000.0,USD,500.0,2022-01-26,2022-01-29,America/Los_Angeles,"The Golf Channel, CBS",1512000.0,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}]","{'position': 25, 'tied': True, 'money': 65940.0, 'points': 33.0, 'score': -9, 'strokes': 279, 'rounds': [{'score': -5, 'strokes': 67, 'thru': 18, 'eagles': 1, 'birdies': 4, 'pars': 12, 'bogeys': 1, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': -4, 'strokes': 68, 'thru': 18, 'eagles': 0, 'birdies': 5, 'pars': 12, 'bogeys': 1, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}, {'score': 1, 'strokes': 73, 'thru': 18, 'eagles': 1, 'birdies': 2, 'pars': 10, 'bogeys': 5, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 3}, {'score': -1, 'strokes': 71, 'thru': 18, 'eagles': 0, 'birdies': 4, 'pars': 11, 'bogeys': 3, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 4}]}",-3.0,-3.0,2.0
ff676a42-ed4f-4937-8eaa-3b5de660e9fa,AT&T Pebble Beach Pro-Am,stroke,8700000.0,USD,500.0,2022-02-03,2022-02-06,America/Los_Angeles,"The Golf Channel, CBS",1566000.0,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}]","{'position': 64, 'tied': True, 'money': 17661.0, 'points': 3.0, 'score': -4, 'strokes': 211, 'status': 'MDF', 'rounds': [{'score': -2, 'strokes': 69, 'thru': 18, 'eagles': 0, 'birdies': 2, 'pars': 16, 'bogeys': 0, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': -4, 'strokes': 68, 'thru': 18, 'eagles': 0, 'birdies': 5, 'pars': 12, 'bogeys': 1, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}, {'score': 2, 'strokes': 74, 'thru': 18, 'eagles': 0, 'birdies': 2, 'pars': 12, 'bogeys': 4, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 3}]}",-4.0,-4.0,3.0
2cb222b0-dc8f-4746-a133-a26b32b8d394,Waste Management Phoenix Open,stroke,8200000.0,USD,500.0,2022-02-10,2022-02-13,America/Phoenix,"The Golf Channel, NBC",1476000.0,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}]","{'position': 3, 'tied': True, 'money': 434600.0, 'points': 145.0, 'score': -15, 'strokes': 269, 'rounds': [{'score': -5, 'strokes': 66, 'thru': 18, 'eagles': 0, 'birdies': 7, 'pars': 9, 'bogeys': 2, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': -7, 'strokes': 64, 'thru': 18, 'eagles': 0, 'birdies': 8, 'pars': 9, 'bogeys': 1, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}, {'score': -2, 'strokes': 69, 'thru': 18, 'eagles': 0, 'birdies': 5, 'pars': 11, 'bogeys': 1, 'double_bogeys': 1, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 3}, {'score': -1, 'strokes': 70, 'thru': 18, 'eagles': 0, 'birdies': 4, 'pars': 11, 'bogeys': 3, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 4}]}",-2.0,-2.0,2.0
0ac3efed-6933-4158-b68b-2e56c4098367,The Genesis Invitational,stroke,12000000.0,USD,550.0,2022-02-17,2022-02-20,America/Los_Angeles,"The Golf Channel, CBS",2160000.0,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}]","{'position': 48, 'tied': True, 'money': 30429.0, 'points': 9.0, 'score': -3, 'strokes': 281, 'rounds': [{'score': -2, 'strokes': 69, 'thru': 18, 'eagles': 0, 'birdies': 5, 'pars': 10, 'bogeys': 3, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': 1, 'strokes': 72, 'thru': 18, 'eagles': 0, 'birdies': 4, 'pars': 10, 'bogeys': 3, 'double_bogeys': 1, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}, {'score': -2, 'strokes': 69, 'thru': 18, 'eagles': 0, 'birdies': 5, 'pars': 10, 'bogeys': 3, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 3}, {'score': 0, 'strokes': 71, 'thru': 18, 'eagles': 1, 'birdies': 2, 'pars': 11, 'bogeys': 4, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 4}]}",0.0,0.0,2.0
5510f8b8-5e56-4050-83d9-92ac2a432e5a,Arnold Palmer Invitational presented by Mastercard,stroke,12000000.0,USD,550.0,2022-03-03,2022-03-06,America/New_York,"The Golf Channel, NBC",2160000.0,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}]","{'position': 103, 'tied': True, 'score': 8, 'strokes': 152, 'status': 'CUT', 'rounds': [{'score': 1, 'strokes': 73, 'thru': 18, 'eagles': 0, 'birdies': 3, 'pars': 11, 'bogeys': 4, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': 7, 'strokes': 79, 'thru': 18, 'eagles': 0, 'birdies': 3, 'pars': 7, 'bogeys': 6, 'double_bogeys': 2, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}]}",3.0,3.0,2.0
5a45a8cc-28b2-40b1-8675-16d736b7f48d,THE PLAYERS Championship,stroke,20000000.0,USD,600.0,2022-03-10,2022-03-14,America/New_York,"The Golf Channel, NBC",3600000.0,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}]","{'position': 125, 'tied': True, 'score': 9, 'strokes': 153, 'status': 'CUT', 'rounds': [{'score': 2, 'strokes': 74, 'thru': 18, 'eagles': 1, 'birdies': 3, 'pars': 9, 'bogeys': 3, 'double_bogeys': 2, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': 7, 'strokes': 79, 'thru': 18, 'eagles': 0, 'birdies': 2, 'pars': 7, 'bogeys': 9, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}]}",2.0,2.0,2.0
d69b148c-d2d9-4cbf-aa71-7ffa4a02c479,Valspar Championship,stroke,7800000.0,USD,500.0,2022-03-17,2022-03-20,America/New_York,"The Golf Channel, CBS",1404000.0,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}]","{'position': 7, 'tied': True, 'money': 228930.0, 'points': 80.0, 'score': -12, 'strokes': 272, 'rounds': [{'score': -4, 'strokes': 67, 'thru': 18, 'eagles': 0, 'birdies': 5, 'pars': 12, 'bogeys': 1, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': 0, 'strokes': 71, 'thru': 18, 'eagles': 0, 'birdies': 3, 'pars': 12, 'bogeys': 3, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}, {'score': -4, 'strokes': 67, 'thru': 18, 'eagles': 0, 'birdies': 5, 'pars': 12, 'bogeys': 1, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 3}, {'score': -4, 'strokes': 67, 'thru': 18, 'eagles': 1, 'birdies': 4, 'pars': 11, 'bogeys': 2, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 4}]}",-3.0,-3.0,2.0
eb000485-dfaf-4c6b-a131-e7e17f56062a,Corales Puntacana Championship,stroke,3700000.0,USD,300.0,2022-03-24,2022-03-27,America/Santo_Domingo,The Golf Channel,666000.0,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}]","{'position': 22, 'tied': True, 'money': 38665.0, 'points': 24.0, 'score': -9, 'strokes': 279, 'rounds': [{'score': -1, 'strokes': 71, 'thru': 18, 'eagles': 0, 'birdies': 4, 'pars': 11, 'bogeys': 3, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': -4, 'strokes': 68, 'thru': 18, 'eagles': 0, 'birdies': 4, 'pars': 14, 'bogeys': 0, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}, {'score': -1, 'strokes': 71, 'thru': 18, 'eagles': 0, 'birdies': 6, 'pars': 7, 'bogeys': 5, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 3}, {'score': -3, 'strokes': 69, 'thru': 18, 'eagles': 0, 'birdies': 6, 'pars': 9, 'bogeys': 3, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 4}]}",-1.0,-1.0,2.0
75e1f4f4-54c4-4ae2-b5d8-d8980a91370c,Valero Texas Open,stroke,8600000.0,USD,500.0,2022-03-31,2022-04-03,America/Chicago,"The Golf Channel, NBC",1548000.0,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}]","{'position': 67, 'tied': True, 'money': 18060.0, 'points': 4.0, 'score': 2, 'strokes': 290, 'rounds': [{'score': 5, 'strokes': 77, 'thru': 18, 'eagles': 0, 'birdies': 2, 'pars': 10, 'bogeys': 5, 'double_bogeys': 1, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': -6, 'strokes': 66, 'thru': 18, 'eagles': 1, 'birdies': 4, 'pars': 13, 'bogeys': 0, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}, {'score': -1, 'strokes': 71, 'thru': 18, 'eagles': 0, 'birdies': 3, 'pars': 13, 'bogeys': 2, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 3}, {'score': 4, 'strokes': 76, 'thru': 18, 'eagles': 0, 'birdies': 3, 'pars': 10, 'bogeys': 3, 'double_bogeys': 2, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 4}]}",-1.0,-1.0,2.0
ce8005c3-78ec-4f14-a9a6-032940490ea4,RBC Heritage,stroke,8000000.0,USD,500.0,2022-04-14,2022-04-17,America/New_York,"The Golf Channel, CBS",,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}]","{'position': 70, 'tied': True, 'money': 16320.0, 'points': 3.0, 'score': 6, 'strokes': 290, 'rounds': [{'score': 0, 'strokes': 71, 'thru': 18, 'eagles': 0, 'birdies': 2, 'pars': 14, 'bogeys': 2, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': -1, 'strokes': 70, 'thru': 18, 'eagles': 0, 'birdies': 5, 'pars': 9, 'bogeys': 4, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}, {'score': -1, 'strokes': 70, 'thru': 18, 'eagles': 0, 'birdies': 4, 'pars': 11, 'bogeys': 3, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 3}, {'score': 8, 'strokes': 79, 'thru': 18, 'eagles': 0, 'birdies': 1, 'pars': 10, 'bogeys': 5, 'double_bogeys': 2, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 4}]}",0.0,0.0,2.0
23d21333-a33e-4094-8b27-3810039d68b0,Mexico Open at Vidanta,stroke,7300000.0,USD,500.0,2022-04-28,2022-05-01,America/Chicago,The Golf Channel,1314000.0,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}]","{'position': 24, 'tied': True, 'money': 60955.0, 'points': 34.0, 'score': -9, 'strokes': 275, 'rounds': [{'score': -6, 'strokes': 65, 'thru': 18, 'eagles': 0, 'birdies': 7, 'pars': 10, 'bogeys': 1, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': 2, 'strokes': 73, 'thru': 18, 'eagles': 0, 'birdies': 3, 'pars': 11, 'bogeys': 3, 'double_bogeys': 1, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}, {'score': -2, 'strokes': 69, 'thru': 18, 'eagles': 0, 'birdies': 3, 'pars': 14, 'bogeys': 1, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 3}, {'score': -3, 'strokes': 68, 'thru': 18, 'eagles': 0, 'birdies': 4, 'pars': 13, 'bogeys': 1, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 4}]}",-2.0,-2.0,2.0
94836c95-51bb-4e73-816b-f360cb64d221,AT&T Byron Nelson,stroke,9100000.0,USD,500.0,2022-05-12,2022-05-15,America/Chicago,"The Golf Channel, CBS",,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}]","{'position': 79, 'tied': True, 'money': 16926.0, 'points': 2.0, 'score': -7, 'strokes': 281, 'rounds': [{'score': 0, 'strokes': 72, 'thru': 18, 'eagles': 0, 'birdies': 5, 'pars': 8, 'bogeys': 5, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': -5, 'strokes': 67, 'thru': 18, 'eagles': 0, 'birdies': 6, 'pars': 11, 'bogeys': 1, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}, {'score': -2, 'strokes': 70, 'thru': 18, 'eagles': 0, 'birdies': 4, 'pars': 12, 'bogeys': 2, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 3}, {'score': 0, 'strokes': 72, 'thru': 18, 'eagles': 0, 'birdies': 4, 'pars': 10, 'bogeys': 4, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 4}]}",-5.0,-5.0,2.0
4fd5a8b9-3a56-4d8f-944f-d4c614b2f9e1,Charles Schwab Challenge,stroke,8400000.0,USD,500.0,2022-05-26,2022-05-29,America/Chicago,"The Golf Channel, CBS",1512000.0,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}]","{'position': 57, 'tied': True, 'money': 18984.0, 'points': 5.0, 'score': 5, 'strokes': 285, 'rounds': [{'score': 0, 'strokes': 70, 'thru': 18, 'eagles': 0, 'birdies': 4, 'pars': 10, 'bogeys': 4, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': -1, 'strokes': 69, 'thru': 18, 'eagles': 1, 'birdies': 2, 'pars': 12, 'bogeys': 3, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}, {'score': -3, 'strokes': 67, 'thru': 18, 'eagles': 0, 'birdies': 4, 'pars': 13, 'bogeys': 1, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 3}, {'score': 9, 'strokes': 79, 'thru': 18, 'eagles': 0, 'birdies': 1, 'pars': 7, 'bogeys': 10, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 4}]}",1.0,1.0,2.0
62ba1a0c-5aee-4ce5-ba50-56920c19b68a,the Memorial Tournament presented by Workday,stroke,12000000.0,USD,550.0,2022-06-02,2022-06-05,America/New_York,"The Golf Channel, CBS",,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}]","{'position': 5, 'tied': True, 'money': 411600.0, 'points': 97.0, 'score': -6, 'strokes': 282, 'rounds': [{'score': -4, 'strokes': 68, 'thru': 18, 'eagles': 1, 'birdies': 5, 'pars': 9, 'bogeys': 3, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': 3, 'strokes': 75, 'thru': 18, 'eagles': 0, 'birdies': 1, 'pars': 13, 'bogeys': 4, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}, {'score': -4, 'strokes': 68, 'thru': 18, 'eagles': 0, 'birdies': 5, 'pars': 12, 'bogeys': 1, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 3}, {'score': -1, 'strokes': 71, 'thru': 18, 'eagles': 0, 'birdies': 3, 'pars': 13, 'bogeys': 2, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 4}]}",2.0,2.0,2.0
df2161ab-bbcf-484d-904a-a004950558e3,RBC Canadian Open,stroke,8700000.0,USD,500.0,2022-06-09,2022-06-12,America/Toronto,"The Golf Channel, CBS",,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}]","{'position': 53, 'tied': True, 'money': 20387.0, 'points': 6.0, 'score': 1, 'strokes': 281, 'rounds': [{'score': 1, 'strokes': 71, 'thru': 18, 'eagles': 0, 'birdies': 1, 'pars': 15, 'bogeys': 2, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': 0, 'strokes': 70, 'thru': 18, 'eagles': 0, 'birdies': 2, 'pars': 14, 'bogeys': 2, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}, {'score': -3, 'strokes': 67, 'thru': 18, 'eagles': 0, 'birdies': 5, 'pars': 11, 'bogeys': 2, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 3}, {'score': 3, 'strokes': 73, 'thru': 18, 'eagles': 0, 'birdies': 0, 'pars': 15, 'bogeys': 3, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 4}]}",1.0,1.0,2.0
deff7db3-5f77-4486-bd55-1f894cf004d2,Travelers Championship,stroke,8300000.0,USD,500.0,2022-06-23,2022-06-26,America/New_York,"The Golf Channel, CBS",,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}]","{'position': 2, 'tied': True, 'money': 738700.0, 'points': 245.0, 'score': -17, 'strokes': 263, 'rounds': [{'score': -3, 'strokes': 67, 'thru': 18, 'eagles': 0, 'birdies': 7, 'pars': 8, 'bogeys': 2, 'double_bogeys': 1, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': -5, 'strokes': 65, 'thru': 18, 'eagles': 0, 'birdies': 5, 'pars': 13, 'bogeys': 0, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}, {'score': -6, 'strokes': 64, 'thru': 18, 'eagles': 1, 'birdies': 5, 'pars': 11, 'bogeys': 1, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 3}, {'score': -3, 'strokes': 67, 'thru': 18, 'eagles': 0, 'birdies': 5, 'pars': 12, 'bogeys': 0, 'double_bogeys': 1, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 4}]}",-2.0,-2.0,2.0
3869c98f-68c7-4a57-822e-a358eed689db,John Deere Classic,stroke,7100000.0,USD,500.0,2022-06-30,2022-07-03,America/Chicago,"The Golf Channel, CBS",,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}]","{'position': 16, 'tied': True, 'money': 97803.0, 'points': 46.0, 'score': -12, 'strokes': 272, 'rounds': [{'score': 3, 'strokes': 74, 'thru': 18, 'eagles': 0, 'birdies': 2, 'pars': 11, 'bogeys': 5, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': -6, 'strokes': 65, 'thru': 18, 'eagles': 0, 'birdies': 7, 'pars': 10, 'bogeys': 1, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}, {'score': -6, 'strokes': 65, 'thru': 18, 'eagles': 0, 'birdies': 6, 'pars': 12, 'bogeys': 0, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 3}, {'score': -3, 'strokes': 68, 'thru': 18, 'eagles': 0, 'birdies': 6, 'pars': 10, 'bogeys': 1, 'double_bogeys': 1, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 4}]}",-3.0,-3.0,2.0
51968e44-03f5-424f-8e63-294996685497,The Open Championship,stroke,14000000.0,USD,600.0,2022-07-14,2022-07-17,Europe/London,"The Golf Channel, NBC",,full,closed,stroke,"[{'id': '133720bb-8653-4d8e-9f49-b9f4fe41a161', 'year': 2022, 'tour': {'id': 'b52068af-28e4-4e91-bdbb-037591b0ff84', 'alias': 'pga', 'name': 'PGA Tour'}}, {'id': '17a0f02f-3ca5-41ec-bbf6-9dac6f55eb8c', 'year': 2022, 'tour': {'id': 'e97bb87a-6347-40d0-8c8c-3d0f54a41043', 'alias': 'EURO', 'name': 'DP World Tour'}}]","{'position': 34, 'tied': True, 'money': 68906.0, 'points': 20.0, 'score': -7, 'strokes': 281, 'rounds': [{'score': -3, 'strokes': 69, 'thru': 18, 'eagles': 0, 'birdies': 5, 'pars': 11, 'bogeys': 2, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 1}, {'score': -4, 'strokes': 68, 'thru': 18, 'eagles': 1, 'birdies': 4, 'pars': 11, 'bogeys': 2, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 2}, {'score': 2, 'strokes': 74, 'thru': 18, 'eagles': 0, 'birdies': 1, 'pars': 14, 'bogeys': 3, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 3}, {'score': -2, 'strokes': 70, 'thru': 18, 'eagles': 0, 'birdies': 4, 'pars': 12, 'bogeys': 2, 'double_bogeys': 0, 'other_scores': 0, 'holes_in_one': 0, 'sequence': 4}]}",0.0,0.0,2.0
